date,rank_ic,top5_return,market_return,alpha_return,top5_positive,beats_market,fold
2026-01-29,-0.1354545479800212,-0.051449683,-0.008743562684733334,-0.04270612031526667,0,0,6
2026-01-30,-0.24797905840857226,-0.006660741399999998,-0.0018835310642000003,-0.004777210335799998,0,0,6
2026-02-02,-0.09559361281082561,-0.016153192219999998,0.019169236814999997,-0.03532242903499999,0,0,6
2026-02-03,-0.14831633959787865,-0.044446205860000004,0.017171543781333332,-0.06161774964133333,0,0,6
2026-02-04,-0.016284807065450175,0.012794456300000001,0.011169121913233333,0.0016253343867666682,1,1,6
2026-02-05,0.2131204354198303,0.0674050856,0.021241883166133332,0.046163202433866665,1,1,6
2026-02-06,0.09022337666072631,-0.0047849128800000005,0.002281147040969899,-0.0070660599209699,0,0,6
2026-02-09,0.16659872917999585,0.011420396999999999,0.0014848189419397995,0.0099355780580602,1,1,6
2026-02-10,0.15884562592871215,0.066875529,0.002262193186541806,0.0646133358134582,1,1,6
2026-02-11,0.17972385606749536,0.0409415512,0.005857499951839466,0.03508405124816054,1,1,6
2026-02-12,0.14136207272450724,2.9617599999998136e-05,0.005057286667892977,-0.005027669067892979,1,0,6
2026-02-13,0.07391336115126435,0.0939599942,0.001932967777391304,0.0920270264226087,1,1,6
2026-02-24,0.20147530718180162,0.07457191599999999,0.010002182816766667,0.06456973318323332,1,1,6
2026-02-25,-0.07389452987668493,0.039021152999999996,-0.022101770288762538,0.06112292328876254,1,1,6
2026-02-26,0.11441446915769792,0.031009548640000006,-0.01011108218026756,0.04112063082026757,1,1,6
2026-02-27,0.017291981633493235,0.0389382264,-0.017233411004013377,0.056171637404013375,1,1,6
2026-03-02,-0.18014018725610384,-0.018584132800000003,-0.022664195668260872,0.004080062868260868,0,1,7
2026-03-03,0.05039264007467271,0.018999192079999998,0.008137855938093647,0.01086133614190635,1,1,7
2026-03-04,-0.19295186234708267,0.011029855,0.006200214000528429,0.004829640999471571,1,1,7
2026-03-05,-0.12907828976508345,0.0582941116,0.018941615489464884,0.03935249611053511,1,1,7
2026-03-06,-0.06611743768253985,0.10219010079999999,0.012910935131772574,0.08927916566822741,1,1,7
2026-03-09,-0.12545168030661966,0.043988210099999994,0.005591656924849498,0.0383965531751505,1,1,7
2026-03-10,-0.1545683100128279,0.019898187180000006,-0.003097792703010033,0.02299597988301004,1,1,7
2026-03-11,-0.3196708500132881,-0.07714251879999999,-0.0171867757145,-0.05995574308549999,0,0,7
2026-03-12,-0.3240448422219821,-0.0297054932,-0.022965734281720003,-0.006739758918279996,0,0,7
2026-03-13,-0.21166065108252263,-0.0691932234,-0.02555381174083333,-0.04363941165916667,0,0,7
2026-03-16,-0.09086085289487654,-0.002310375000000002,-0.0470376532633,0.044727278263299995,0,1,7
2026-03-17,0.1555979839279347,0.0183634762,-0.04721836417816667,0.06558184037816667,1,1,7
2026-03-18,0.21623685684554209,0.031242800199999997,-0.030156424732666665,0.06139922493266666,1,1,7
2026-03-19,0.20587980494541586,-0.0321768112,-0.017623001172466665,-0.014553810027533337,0,0,7
2026-03-20,0.1393936487198729,-0.034714932600000005,-0.015687413076533333,-0.019027519523466672,0,0,7
2026-03-23,0.05640468607634331,0.0031165492000000015,0.0011083336274666667,0.002008215572533335,1,1,7
2026-03-24,-0.03854357659415855,-0.01832816116,-0.0011236044186000002,-0.0172045567414,0,0,7
2026-03-25,-0.0653742008620708,-0.01241896232,-0.0045485354998666665,-0.007870426820133334,0,0,7
2026-03-26,0.13780531011458172,0.0523331442,0.017459294969,0.034873849231,1,1,7
2026-03-27,-0.012090260668416331,0.018535739600000007,0.004313916975733334,0.014221822624266673,1,1,7
2026-03-30,-0.030910579411142915,0.002043844900000001,-0.014205513923099999,0.0162493588231,1,1,8
2026-03-31,0.20935457164574978,0.016371399932,-0.0037059286370000008,0.020077328569000002,1,1,8
2026-04-01,0.27450256198494993,0.0356508932,0.006410641315233332,0.029240251884766665,1,1,8
2026-04-02,0.37092117508917094,0.0585926356,0.0166270396832,0.0419655959168,1,1,8
2026-04-03,0.3473512488657949,0.053704348520000014,0.028043835401766668,0.025660513118233346,1,1,8
2026-04-07,0.26461197260473257,0.07748678072000001,0.026597963796799996,0.05088881692320001,1,1,8
2026-04-08,0.37858908353932896,0.06584848608,0.023773902807900003,0.0420745832721,1,1,8
2026-04-09,0.024137655168795187,0.0350714028,0.011677426373866668,0.02339397642613333,1,1,8
2026-04-10,0.18740636665247248,0.0167487796,0.015561056878299997,0.0011877227217000023,1,1,8
2026-04-13,0.02162513877938359,-0.002278183000000002,0.0020815896523666668,-0.004359772652366669,0,0,8
2026-04-14,0.02633823430768231,-0.0328945048,0.0006826531786866662,-0.03357715797868667,0,0,8
2026-04-15,0.20011913467029033,0.054297185000000005,0.005733094984566666,0.04856409001543334,1,1,8
2026-04-16,0.250999764998373,0.036517683,0.012004616987133333,0.02451306601286667,1,1,8
2026-04-17,0.04180485467884986,-0.0007936392,0.0065312893139333325,-0.007324928513933332,0,0,8
2026-04-20,0.06621717412277568,0.011358669880000002,-0.0011360640941137127,0.012494733974113714,1,1,8
2026-04-21,0.1375165694952501,-0.0018221793599999987,-0.0005824944338795981,-0.0012396849261204006,0,0,8
2026-04-22,-0.14595683417066593,-0.010334690999999998,-0.012595107319732441,0.002260416319732443,0,1,8
2026-04-23,0.04045208433125784,0.049221548399999995,0.00695597066121739,0.0422655777387826,1,1,8
2026-04-24,0.12890976686684885,0.051774082119999995,0.012971544478862876,0.03880253764113712,1,1,8
2026-04-27,0.2047084884993136,0.06942670654000001,0.022957606060735786,0.046469100479264225,1,1,8
2026-04-28,0.2353874812707009,0.0692897089,0.022672377131371234,0.04661733176862876,1,1,9
2026-04-29,0.1518323956651501,0.0961020051,0.015051145619264215,0.08105085948073579,1,1,9
2026-04-30,0.09198609040898396,0.0723682524,0.019536384582107023,0.05283186781789298,1,1,9
2026-05-06,-0.09224751037795298,0.103787131724,0.0008456975522408029,0.1029414341717592,1,1,9
2026-05-07,0.2532188860513553,0.1282910912,0.02078176195571667,0.10750932924428334,1,1,9
2026-05-08,0.01575790398112688,0.13549595952,-0.006370088787183334,0.14186604830718333,1,1,9
2026-05-11,-0.08210539906670176,-0.004764465049800004,-0.029641729629596665,0.02487726457979666,0,1,9
2026-05-12,0.09933447971985157,-0.023200714600000002,-0.023411764341000004,0.0002110497410000023,0,1,9
2026-05-13,-0.2058579146485668,-0.03021849606,-0.0345255984239,0.004307102363900004,0,1,9
2026-05-14,0.15629536871134836,0.039733950100000005,-0.010271367660666667,0.050005317760666676,1,1,9
2026-05-15,0.11653567244402732,0.05597808159999999,-0.0084567739443,0.0644348555443,1,1,9
2026-05-18,0.21914866311966485,0.0652941768,-0.00010794123319999996,0.06540211803320001,1,1,9
2026-05-19,0.25507448376280917,0.045435717740000006,-0.0037385712950999996,0.0491742890351,1,1,9
2026-05-20,0.04748669119532691,0.0723336148,-0.004991153496,0.077324768296,1,1,9
2026-05-21,0.09390594694034675,0.11272899060000001,-0.0022902179590999997,0.11501920855910001,1,1,9
2026-05-22,0.12644200645970627,0.096719688168,-0.0054119073614,0.1021315955294,1,1,9
2026-05-25,-0.1912892479387372,-0.018333168599999998,-0.010766039606633334,-0.007567128993366664,0,0,9
2026-05-26,-0.38604871476424896,-0.0304033601,-0.011997890157366667,-0.018405469942633333,0,0,9
2026-05-27,-0.26199910709924024,-0.016246517999999998,-0.004507397476266668,-0.01173912052373333,0,0,9
2026-05-28,-0.3717132610029003,-0.005552756239999998,-0.013569119202333333,0.008016362962333335,0,1,9
2026-05-29,-0.016105067834087043,0.046173472199999996,-0.0130622727095,0.059235744909499996,1,1,10
2026-06-01,-0.10387944569125951,-0.026552773999999994,-0.03898687182273334,0.012434097822733345,0,1,10
2026-06-02,-0.12223451001717095,-0.073135114,-0.03616898318879999,-0.03696613081120001,0,0,10
2026-06-03,-0.0882473106057856,-0.009524093260000002,-0.028415353261133328,0.018891260001133326,0,1,10
2026-06-04,-0.305886890257082,-0.09741063819999998,-0.0265468946159,-0.07086374358409998,0,0,10
2026-06-05,0.17687965845816275,-0.0002512033999999996,0.007023770260133334,-0.007274973660133333,0,0,10
2026-06-08,-0.06907537312464894,-0.009331756599999998,0.01988106842656667,-0.029212825026566667,0,0,10
2026-06-09,0.10297202818578294,0.04157579982,0.025550028836166666,0.016025770983833336,1,1,10
2026-06-10,0.28546758439600106,0.07351700060000001,0.020251447280966665,0.05326555331903334,1,1,10
2026-06-11,0.3171794077198903,0.1002390128,0.014851575085233335,0.08538743771476666,1,1,10
2026-06-12,0.4307455484495491,0.214464868,-0.0062903804001,0.2207552484001,1,1,10
2026-06-15,0.5287756530628118,0.1345780832,0.013122346515866667,0.12145573668413334,1,1,10
2026-06-16,0.25195313541689585,0.06816163500000001,-0.0020813510821,0.07024298608210001,1,1,10
2026-06-17,0.2625790342466439,0.0697524642,-0.0090877014072,0.0788401656072,1,1,10
2026-06-18,0.026862538603233104,0.0245641404,0.0041086052340666675,0.020455535165933333,1,1,10
2026-06-22,-0.13528683652040577,0.014480575999999998,-0.04018526262686667,0.054665838626866664,1,1,10
2026-06-23,0.035213724596939965,0.08702038279999999,-0.0106705202667,0.09769090306669999,1,1,10
2026-06-24,0.0974931265872502,-0.0051410259199999985,-0.0025039565528799995,-0.002637069367119999,0,0,10
2026-06-25,-0.174323830925137,-0.060644620199999985,-0.006672108438133335,-0.053972511761866654,0,0,10
2026-06-26,-0.13455096492441893,-0.09734924120000002,0.014111886819200004,-0.11146112801920002,0,0,10
2026-06-29,-0.22175990443361374,-0.056625676599999994,0.014323740155852843,-0.07094941675585284,0,0,11
2026-06-30,-0.4463802136787914,-0.140477937,0.006525449211705686,-0.1470033862117057,0,0,11
2026-07-01,-0.31387324821140916,-3.637680000000039e-05,-0.006574401360100335,0.006538024560100334,0,1,11
2026-07-02,-0.2629691153343547,-0.06460932,-0.012301901860301005,-0.052307418139699,0,0,11
2026-07-03,-0.1815611512938179,-0.009880348359999996,-0.011059439395317727,0.0011790910353177315,0,1,11
2026-07-06,-0.2773987361888498,-0.035667444400000005,-0.014771703256822743,-0.020895741143177264,0,0,11
2026-07-07,-0.416601693961879,-0.0951362236,-0.01886650060234114,-0.07626972299765886,0,0,11
2026-07-08,-0.23348439304688212,-0.0473205696,0.0007445560424749161,-0.048065125642474914,0,0,11
2026-07-09,-0.5474036003550978,-0.14574584699999998,-0.008686246660133781,-0.1370596003398662,0,0,11
2026-07-10,-0.4316429428407902,-0.11063361219999998,-0.0053178344179264205,-0.10531577778207356,0,0,11
2026-07-13,-0.49204750772895767,-0.1371796518,-0.008411179623999999,-0.128768472176,0,0,11
2026-07-14,-0.5576506018948258,-0.17250243199999998,-0.0070969918056666675,-0.16540544019433331,0,0,11
2026-07-15,-0.21076002687155804,-0.0400387396,0.0011674983860000003,-0.041206237986,0,0,11
2026-07-16,-0.12365666368931423,-0.039454044,0.013877344306333335,-0.053331388306333334,0,0,11
2026-07-17,-0.06779803768438697,0.032489119600000005,0.027896011465566667,0.004593108134433338,1,1,11
2026-07-20,0.2315055240300887,0.01078650508,0.0017054601890000001,0.009081044891,1,1,11
2026-07-21,-0.2534829603972461,-0.009358703660000002,-0.0069882071556999995,-0.0023704965043000025,0,0,11
2026-07-22,-0.37958886572069334,-0.07853450326,-0.017781120863799994,-0.060753382396200005,0,0,11
2026-07-23,-0.36555529198543624,-0.047319166,-0.010556854931500001,-0.0367623110685,0,0,11
2026-07-24,-0.31429680013823663,-0.0002044714400000009,0.012932917811835332,-0.013137389251835333,0,0,11
